claim,label
Venom experts say global snake bite death tolls 'grossly underestimated'.,true
"""The nursery rhyme """"Ring Around the Rosie"""" is a coded reference to the Black Plague.""",false
"The lobster with which a woman was masturbating defecated into her vagina, implanting brine shrimp eggs which hatched inside ",false
"""Disputed parentage of a child born aboard a ship was resolved by listing the newborn as a """"son of the gun.""",unproven
More Guatemalan deportees from US test positive for virus.,true
"Study finds 140,000 bad reactions to antibiotics.",true
"Four charts show the respective COVID-19 infection rates in the United States, France, Italy, and Spain.",mixture
The government forced KFC to stop using the word 'chicken' in their name because they serve meat derived from mutant animals.,false
"""If implemented, the provisions of Texas Senate Bill 17 would """"allow doctors to refuse LGBTQ patients.""",mixture
Diet shown to reduce stroke risk may also reduce risk of depression,false
Breast cancer risk outlasts hormones,mixture
"When stocking up for coronavirus-related social distancing, avoid WIC-approved supermarket items, because they may run out and leave families dependent on WIC with no ability to purchase food.",unproven
Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.,true
"""Several times, Obama """"has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .""",false
Maine plans to expand syringe exchange program.,true
 Budweiser has pulled its ads and withdrawn its support for the NFL over the league�s handling of players protesting inequality by kneeling during the National Anthem. ,false
There are more pain clinics in Broward County than there are McDonald's in Broward County.,true
Gene from extinct human species fortifies high-altitude Tibetans.,true
Early results boost hopes for historic gene editing attempt.,true
Significant Number of Medicare Patients Getting Too-Frequent Colonoscopies,true
" Girls are dying after   receiving Gardasil and Cervarix vaccines for human papillomavirus (HPV),   and the vaccines were not tested by the FDA.  �   ",false
Ebola case reported not far from South Sudan border.,true
Weighing the benefits of balance training.,true
Sanofi to pay Lexicon $260 million for terminated partnership.,true
Vixen workouts fuse foxy cardio fitness with girls� night out.,true
Study says bypass surgery for heart patients better than stents in the long term,mixture
New Scan May Spot Alzheimer’s,false
New Peer-Reviewed Clinical Study Successfully Validates The Use Of Proove Opioid Risk� To Predict Prescription Opioid Abuse,false
Occasional fasting could help you live longer,mixture
Study: Statins increase life expectancy,false
Retired marathoner addresses addiction and recovery in SD.,true
Endometriosis? Robot surgery may not be the answer,mixture
President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).,true
New drug shows promise in fighting breast cancer,false
New Multiple Sclerosis Therapy Promising in Early Trial,false
"""The media is covering up that """"multiple shooters"""" were involved in the mass killing at an Orlando nightclub.""",false
"""A """"hidden"""" provision in the health care law taxes sporting goods as medical devices.""",false
Teens and tweens transmit SARS-CoV-2 quicker and more efficiently than adults. ,true
Technology coming to Virginia allows COVID-19 personal protection equipment to be �decontaminated and reused 20 times without degrading performance.�,mixture
Could your Valentine's kiss give you lead poisoning?.,true
On a bipartisan task force on ways to improve fiscal policy.,false
We've got to find 2 billion gallons (of water per day) between now and 2025.,true
"""Birth control pioneer Margaret Sanger was�""""an active participant in the Ku Klux Klan.""",false
Chocolate may be good for your heart: study.,true
Drug epidemic: 1 small-town mayor takes on pill distributors.,true
"Alzheimer's disease reversed in mice, offering hope for humans, new research shows",false
Mental problems of soldiers' kids tied to wars.,true
"Since June 2009, about 48 percent of all the jobs created in America were in Texas.",mixture
Kellogg's Corn Flakes were originally created in an effort to discourage American consumers from masturbating. ,false
Fighting spinal pain with a titanium �bullet�,false
West Nile virus confirmed in miniature horse in Pine City.,true
"Buzz Aldrin sues children, alleging misuse of his finances.",true
Judge says LA County wrongly booted thousands off Medi-Cal.,true
"Big spending bill wins Senate OK, has victories all around.",true
A photograph shows a group of daisies that mutated due to radiation from the Fukushima nuclear power plant.,mixture
Scientifically-designed fasting diet lowers risks for major diseases,false
Pediatricians urge autism screening,mixture
Image depicts Joe Biden and Kamala Harris at a campaign event with no masks.,false
"Asbestos, looting plague Colorado Springs apartments.",true
"American Hustle�shows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.",true
"Italy coronavirus deaths pass 7,500 amid fears of spread to south.",true
"Pipeline protesters at governor�s office arrested, released.",true
Congress probes approval of Trump backer�s housing project.,true
New AIDS vaccine blueprint calls for more focus.,true
Vaginal steam bath finds a place among Southern California spa options,true
Are we alone? Nobel Prize goes to 3 who tackled cosmic query.,true
"For many women, breast reduction means less pain and more activity",mixture
"""Fat dissolving"""" spa treatment no such thing: FDA.""",true
A large circle marked on a protester's poster is an accurate reflection of the size of the hole created by an AR-15 round.,mixture
"The Earth is 6,000 years old, that�s a fact.",false
EU: Malaria drugs used for virus could cause side effects.,true
Mediterranean diet plus olive oil associated with reduced breast cancer risk,true
A cocktail to remember? Nutrient elixir shows promise against Alzheimer�s,false
A woman was nearly kidnapped by human traffickers using a ring placed on her windshield as bait.,unproven
"Bills fall to Pats, and lose QB Josh Allen to head injury.",true
Rapid Rise in PSA Levels a Poor Predictor of Prostate Cancer: Study,true
Health insurance costs for Floridians are up 30 percent or more.,false
Trial for New Lupus Treatment Is Called Promising,true
Nineteen students sick in China from poisoned yoghurt.,true
Supreme Court: Ginsburg treated for tumor on pancreas.,true
It�s Comical. It�s Critical. It Might Even Help You Lose Weight.,true
Congresswoman Ros-Lehtinen has long record of voting against VA backlog fixes.,false
"""A photograph spreading online shows the """"Elephant's Foot"""" lava flow at the site of the Chernobyl nuclear reactor disaster.""",true
Dutch restaurants solved the problem of dining out during the COVID-19 coronavirus disease pandemic by installing personal greenhouse booths. ,mixture
